schemeCode,schemeName,isinGrowth,isinDivReinvestment
133386,motilal oswal elss tax saver fund - direct plan - growth option,INF247L01569,
133424,uti dual advantage fixed term fund series i - i (1100 days) - growth option - direct,,
133429,axis hybrid fund - series 18 - direct plan - growth,,
133450,uti ftif series xx - xvi (1100 days) growth option direct,,
133472,reliance fixed horizon fund xxviii- series 4-direct plan- growth option,,
133474,uti ftif series xx - xvii (1102 days) - growth option - direct,,
133488,baroda bnp paribas credit risk fund -direct-growth option,INF955L01FR6,
133489,jpmorgan india economic resurgence fund - direct plan - growth option,,
133495,boi axa capital protection oriented fund series 3 direct plan growth,,
133505,dsp blackrock dual advantage fund - series 34 - 36m - direct plan - growth option,,
133512,tata dual advantage fund series 2 scheme c direct plan growth,,
133516,aditya birla sun life manufacturing equity fund - direct plan - growth,INF209KA1YK0,
133529,hdfc focused equity fund - direct plan - growth option,,
133532,reliance dual advantage fixed tenure fund vii- plan c- direct plan-growth option,,
133541,uti ftif series xxi - i (1100 days) - growth option - direct,,
133552,sundaram fixed term plan gu direct plan growth,,
133559,sundaram value fund series ii direct plan growth,,
133563,axis hybrid fund - series 19 -direct plan - growth,,
133568,nippon india retirement fund- wealth creation scheme- direct plan- growth plan - growth option,INF204KA1B72,
133569,nippon india retirement fund- income generation scheme- direct plan- growth plan - growth option,INF204KA1C30,
133576,uti capital protection oriented scheme - series v-i (1163 days) - growth option - direct,,
133581,lic mf rajiv gandhi equity savings scheme-series 3-direct plan-growth,,
133590,sundaram top 100 series v direct plan growth,,
133604,l&t resurgent india  bond fund - direct plan - growth,,
133621,dws hybrid fixed term fund - series 34 - direct plan - growth,,
133633,hdfc cpo - iii - 1173d january 2015 - direct option - growth option,,
133648,uti ftif series xxi - ii (1100 days) - growth option - direct,,
133667,dsp blackrock dual advantage fund - series 35 - 36m - direct plan - growth option,,
133684,uti ftif series xxi-iii (1158 days) - growth option - direct,,
133693,uti ftif series xxi-iv (1146 days) - growth option - direct,,
133710,lic mf large & mid cap fund-direct plan-growth,INF767K01NE9,
133716,sbi dual advantage fund - series vii - direct plan - growth,,
133727,dws hybrid fixed term fund - series 35 - direct plan - growth,,
133737,uti dual advantage fixed term fund series i -ii (1145 days) - growth option - direct,,
133791,kotak corporate bond fund- direct plan- growth option,INF178L01BY0,
133801,kotak infrastructure & economic reform fund- direct plan- growth option,INF178L01AL9,
133831,kotak us equity fund - direct plan - growth option,,
133834,union trigger fund - series 2 - direct plan - growth option,,
133839,pgim india flexi cap fund - direct plan - growth option,INF663L01FF1,
133842,reliance fixed horizon fund xxviii- series 7- direct plan-growth option,,
133856,sbi debt fund series b - 7 (38 months) - direct plan - growth,,
133859,sbi banking & financial services fund - direct plan - growth,INF200KA1507,
133879,canara robeco capital protection oriented fund - series 4 - direct plan - growth option,,
133882,reliance capital builder fund ii - series c - direct plan - growth option,,
133897,aditya birla sun life focused equity fund - series 5 - direct plan - growth,,
133916,dsp blackrock dual advantage fund - series 36 - 36m - direct plan - growth option,,
133986,reliance dual advantage fixed tenure fund vii- plan d- direct plan- growth option,,
134001,dws large cap fund - series 1 - direct plan - growth,,
134009,tata dual advantage fund series 3 scheme a direct plan growth,,
134017,lic mf banking and financial services fund-direct plan-growth,INF767K01NK6,
134022,reliance fixed horizon fund xxviii- series 10- direct plan- growth option,,
134027,uti ftif series xxi-vi (1145 days) - growth option - direct,,
134039,canara robeco india opportunities - series 2- direct plan - growth option,,
134045,baroda elss 96 plan b(direct) -growth option,,
134052,aditya birla sun life fixed term plan - series mk (1105 days) - direct plan - growth,,
134084,uti ftif series xxi-vii (1143 days) - growth option - direct,,
134094,uti ftif series xxi-viii (1136 days)- growth option - direct,,
134110,sbi dynamic asset allocation fund - direct plan - growth,,
134123,baroda pioneer hybrid fund - series 1- plan b (direct) - growth option,,
134134,dws large cap fund - series 2 - direct plan - growth,,
134146,dws hybrid fixed term fund - series 37 - direct plan - growth,,
134149,aditya birla sun life capital protection oriented fund - series 26 - direct plan-growth,,
134150,jpmorgan india balanced advantage fund - direct plan - growth option,,
134156,canara robeco capital protection oriented fund - series 5 - direct plan - growth option,,
134165,uti capital protection oriented scheme series v-ii (1135 days) - growth option - direct,,
134171,union capital protection oriented fund - series 6 - direct plan - growth option,,
134181,reliance fixed horizon fund xxviii- series 14- direct plan-growth option,,
134196,sbi dual advantage fund - series viii - direct plan - growth,,
134212,uti dual advantage fixed term fund series i-iii (1111 days) - growth option - direct,,
134215,uti dual advantage fixed term fund series i-iv (1099 days) - direct plan - growth option,,
134266,uti ftif series xxi-x (1112 days) - growth option - direct,,
134278,uti ftif series xxi-xi (1112 days) - growth option - direct,,
134297,sundaram select small cap series iii direct growth,,
134302,axis fixed term plan - series 74 (1105 days) - direct plan - growth,,
134313,sbi debt fund series b - 8 (1105 days) - direct plan - growth,,
134320,sbi debt fund series b - 9 (1105 days) - direct plan - growth,,
134322,uti ftif series xxi-xii (1106 days) - growth option - direct,,
134334,hdfc focused equity fund - plan b - direct plan - growth option,,
134363,sundaram banking & psu debt fund - direct growth,,
134373,sundaram select small cap series iv - direct growth,,
134387,aditya birla sun life credit risk fund - direct plan - growth,INF209KA1K88,
134391,aditya birla sun life emerging leaders fund - series 6 - direct plan-growth,,
134410,reliance dual advantage fixed tenure fund vii- plan e- direct plan-growth option,,
134413,dws large cap fund - series 3 - direct plan - growth,,
134441,uti ftif series xxi-xiv (1103 days) - growth option - direct,,
134475,uti ftif series xxi-xv (1103 days) - growth option - direct,,
134494,quantum dynamic bond fund - direct plan growth option,INF082J01176,
134503,uti medium duration fund - direct plan - growth option,INF789FB1KE6,
134507,sundaram fixed term plan gw direct plan growth,,
134518,uti dual advantage fixed term fund series i-v (1099 days) - direct plan - growth option,,
134526,uti ftif series xxii-i (1099 days) - direct plan - growth option,,
134535,axis hybrid fund - series 22 - direct plan - growth,,
134547,nippon india banking and psu  fund- direct plan-growth plan- growth option,INF204KA1U53,
134567,kotak india gorwth fund - series i - direct plan - growth,,
134585,idfc fixed term plan series-108 (1144days)- direct plan- growth,,
134589,reliance fixed horizon fund xxviii- series 18- direct plan-growth option,,
134594,nippon india equity savings fund- direct plan- growth plan-growth option,INF204KA1W77,
134614,sbi dual advantage fund - series ix - direct plan - growth,,
134621,axis hybrid fund - series 23 - direct plan - growth,,
134624,sbi debt fund series b -16 (1100 days) - direct plan - growth,,
134637,reliance fixed horizon fund xxviii- series 19- direct plan-growth option,,
134643,sbi equity savings fund - direct plan - growth,INF200KA1DF3,
134646,uti ftif series xxii-ii (1099 days) - growth option - direct,,
134670,sbi debt fund series b - 17 (1100 days) - direct plan - growth,,
134673,sundaram hybrid fund series m direct plan growth,,
134689,sbi debt fund series b - 18 (1100 days) - direct plan - growth,,
134691,aditya birla sun life fixed term plan - series mp (1141 days) - direct plan-growth,,
134699,dws hybrid fixed term fund - series 39 - direct plan - growth,,
134710,sundaram hybrid series n direct plan growth,,
134723,aditya birla sun life fixed term plan - series mq (1159 days)-direct plan-growth,,
134726,lic mf dual advantage fixed term plan-series 1-direct plan-growth,,
134737,aditya birla sun life fixed term plan - series mr (1153 days)-direct plan-growth,,
134741,axis hybrid fund - series 24 - direct plan - growth,,
134747,uti ftif series xxii-iii (1099 days) - direct plan - growth option,,
134770,sbi debt fund series b - 19 (1100 days) - direct plan - growth,,
134773,reliance capital builder fund iii - series a - direct plan - growth option,,
134793,uti ftif series xxii-iv (1098 days) - direct plan - growth option,,
134809,sbi debt fund series b - 20 (1100 days) - direct plan - growth,,
134813,mirae asset aggressive hybrid fund - direct plan - growth,INF769K01DH9,
134852,dws hybrid fixed term fund - series 40 - direct plan - growth,,
134897,uti - ftif series xxii - v (1099 days) - direct plan - growth option,,
134923,nippon india us equity opportunities fund- direct plan- growth plan- growth option,INF204KA15G5,
134946,boi axa capital protection oriented fund series 4 direct growth,,
134951,aditya birla sun life fixed term plan - series mu (1117 days) - direct plan-growth,,
134985,uti ftif series xxii-vi (1098 days) - direct plan - growth option,,
134993,uti ftif series xxii-vii (1098 days) - direct plan - growth option,,
135019,uti ftif series xxii-viii (1099 days) - direct plan - growth option,,
135029,uti ftif series xxii-ix (1099 days) - direct plan - growth option,,
135045,uti ftif series xxii-x (1098 days) - direct plan - growth option,,
135056,sundaram fixed term plan gy direct plan growth,,
135063,sbi debt fund series b - 22 (1100 days) - direct plan - growth,,
135070,uti ftif series xxii-xi (1098 days) - direct plan - growth option,,
135077,dws hybrid fixed term fund - series 41 - direct plan - growth,,
135086,reliance dual advantage fixed tenure fund viii- plan a- direct plan- growth option,,
135094,reliance fixed horizon fund xxix - series 1- direct plan-growth option,,
135104,sbi debt fund series b - 23 (1100 days) - direct plan - growth,,
135120,axis equity savings fund - direct plan - growth,INF846K01VJ3,
135154,sbi dual advantage fund - series x - direct plan - growth,,
135158,reliance fixed horizon fund xxix - series 2 - direct plan - growth option,,
135207,uti ftif series xxii-xii (1100 days) - direct plan - growth option,,
135215,reliance fixed horizon fund xxix- series 3- direct plan-growth option,,
135230,reliance dual advantage fixed tenure fund viii- plan b-direct plan-growth option,,
135233,axis hybrid fund - series 25 - direct plan - growth,,
135256,uti capital protection oriented scheme series - vi-i (1098 days) - direct plan - growth option,,
135267,uti ftif series xxii-xiii (1100 days) - direct plan - growth option,,
135271,uti ftif series xxii-xiv (1100 days) - direct plan - growth option,,
135281,hdfc daf - i - 1100d august 2015 - direct option - growth option,,
135282,axis hybrid fund - series 26 - direct plan - growth,,
135302,uti dual advantage fixed term fund series ii-i (1998 days) - direct plan - growth option,,
135315,uti ftif series xxii-xv (1098 days) - direct plan - growth option,,
135324,sbi debt fund series b - 25 (1100 days) - direct plan - growth,,
135328,kotak capital protection oriented scheme - series 1 - direct growth,,
135334,reliance fixed horizon fund xxix- series 6- direct plan - growth option,,
135340,dsp  dual advantage fund - series 39 - 36m - direct plan - growth,,
135341,groww value fund (formerly known as indiabulls value fund) - direct plan - growth option,INF666M01BE4,
135346,lic mf dual advantage fixed term plan-series 2-direct plan-growth,,
135351,aditya birla sun life focused equity fund - series 6-direct plan-growth,,
135359,uti dual advantage fixed term fund series ii-ii (1997 days) - direct plan- growth option,,
135363,uti ftif series xxiii-i (1098 days) - direct plan - growth option,,
135376,sbi dual advantage fund - series xi - direct plan - growth,,
135385,uti ftif series xxiii-iii (1098 days) - direct plan - growth option,,
135393,reliance fixed horizon fund xxix- series 7- direct plan- growth option,,
135415,reliance fixed horizon fund xxix- series 8- direct plan-growth option,,
135434,reliance dual advantage fixed tenure fund viii- plan c- direct plan-growth option,,
135441,reliance fixed horizon fund xxix- series 9- direct plan-growth option,,
135449,aditya birla sun life fixed term plan - series mx (1128 days) - direct plan - growth,,
135459,uti ftif series xxiii-ii (1100 days) - direct plan - growth option,,
135465,uti capital protection oriented scheme series vi-ii (1100 days ) - direct plan - growth option,,
135482,reliance fixed horizon fund xxix- series 10- direct plan-growth option,,
135490,sundaram select micro cap series viii  direct plan growth,,
135506,sbi equity opportunities fund - series iv - direct plan - growth,,
135513,uti dual advantage fixed term fund series ii-iii (1998 days) - direct plan - growth option,,
135523,uti ftif series xxiii-iv (1100 days) - direct plan - growth option,,
135525,boi axa capital protection oriented fund series 5 direct plan growth,,
135528,axis hybrid fund - series 27 - direct plan - growth,,
135540,aditya birla sun life fixed term plan - series my (1107 days) - direct plan-growth,,
135559,reliance fixed horizon fund xxix- series 13- direct plan-growth option,,
135564,sbi debt fund series b - 26 (1100 days) - direct plan - growth,,
135567,sundaram select micro cap series ix-direct plan growth,,
135580,uti ftif series xxiii-v (1100 days) - direct plan - growth option,,
135589,lic mf dual advantage fixed term plan-series 3-direct plan-growth,,
135601,pgim india elss tax saver fund - direct plan - growth option,INF663L01FN5,
135604,uti capital protection oriented scheme series vi-iii (1098 days) - direct plan - growth option,,
135618,axis hybrid fund - series 28 - direct plan - growth,,
135637,reliance fixed horizon fund xxix- series 14-direct plan-growth option,,
135647,uti ftif series xxiii-vi (1100 days)- direct plan - growth option,,
135654,navi elss tax saver fund- direct plan- growth option,INF959L01CD5,
135670,uti ftif series xxiii-vii (1098 days) - direct plan - growth option,,
135673,canara robeco capital protection oriented fund series 6  - direct plan - growth option,,
135677,navi large & midcap fund- direct plan- growth option,INF959L01CH6,
135682,sundaram long term tax advantage fund series ii direct plan - growth,INF903J011W9,
135689,indiabulls savings income fund-direct plan-growth option,,
135698,uti ftif series xxiii-viii (1100 days)- direct plan - growth option,,
135710,sbi debt fund series b - 27 (1100 days) - direct plan - growth,,
135711,sundaram fixed term plan ha - direct plan - growth,,
135746,kotak capital protection oriented scheme - series 2 - direct growth,,
135749,principal retirement savings fund - progressive plan - direct sub-plan - growth,,
135751,principal retirement savings fund - conservative plan - direct sub-plan - growth,,
135753,principal retirement savings fund - moderate plan - direct sub-plan - growth,,
135762,axis children's fund - lock in - direct growth,INF846K01WO1,
135764,axis children's fund - no lock in - direct growth,INF846K01WR4,
135767,reliance fixed horizon fund xxix- series 16- direct plan-growth option,,
135772,sundaram select micro cap series x - direct plan - growth,,
135776,aditya birla sun life capital protection oriented fund - series 29 - direct plan-growth,,
135778,sbi dual advantage fund - series xii - direct plan - growth,,
135781,mirae asset elss tax saver fund - direct plan - growth,INF769K01DM9,
135786,sbi debt fund series b - 28 (1100 days) - direct plan - growth,,
135793,tata banking and financial services fund-direct plan-growth,INF277K01Z10,
135800,tata digital india fund-direct plan-growth,INF277K01Z77,
135805,tata india consumer fund-direct plan-growth,INF277K013A6,
135810,tata india pharma & healthcare fund-direct plan-growth,INF277K019A3,
135813,tata resources & energy fund-direct plan-growth,INF277K015B9,
135827,uti ftif series xxiii-ix (1100 days)- direct plan - growth option,,
135836,sundaram fixed term plan - hb - direct plan - growth,,
135863,uti - dual advantage fixed term series ii-iv (1997 days) - direct plan - growth option,,
135866,reliance fixed horizon fund xxix- series 18- direct plan-growth option,,
135872,aditya birla sun life fixed term plan - series nb (1099 days) - direct plan-growth,,
135879,uti ftif series xxiii-x (1100 days) - direct plan - growth option,,
135885,reliance fixed horizon fund xxix- series 19- direct plan-growth option,,
135905,sbi debt fund series b - 29 (1200 days) - direct plan - growth,,
135916,bandhan corporate bond fund - direct growth,INF194KA1M23,
135921,sundaram fixed term plan hc - direct plan - growth,,
135935,aditya birla sun life fixed term plan - series nd (1109 days) - direct plan-growth,,
135941,reliance fixed horizon fund xxix- series 20- direct plan-growth option,,
135942,uti ftif series xxiii-xi (1100 days)- direct plan - growth option,,
135962,uti long term advantage fund series iii - direct plan - growth option,,
136000,reliance fixed horizon fund xxx- series 1 -direct plan- growth option,,
136007,sbi long term advantage fund - series iii - direct plan - growth,INF200KA1HN8,
136011,uti ftif series xxiii-xii (1100 days)- direct plan - growth option,,
136018,uti capital protection oriented scheme series vii-i (1098 days) - direct plan - growth option,,
136031,reliance fixed horizon fund xxx- series 2 -direct plan- growth option,,
136033,axis hybrid fund series - 29 (1275 days) direct growth,,
136039,aditya birla sun life fixed term plan - series ne (1100 days) - direct plan-growth,,
136043,sbi dual advantage fund - series xiii - direct plan - growth,,
136058,reliance fixed horizon fund xxx-series 3- direct plan-growth option,,
136088,sundaram value fund series  direct plan growth,,
136094,hdfc retirement savings fund - equity plan - growth option - direct plan,INF179KB1MF0,
136096,uti ftif series xxiii-xiii (1100 days)- direct plan - growth option,,
136107,hdfc daf - ii - 1160d january 2016 - direct option - growth option,,
136124,uti - dual advantage fixed term series ii-v (1997 days) - direct plan - growth option,,
136127,reliance fixed horizon fund xxx- series 4 -direct plan- growth option,,
136131,axis hybrid fund series-30 (1297 days) direct growth,,
136142,sbi debt fund series b - 31 (1200 days) - direct plan - growth,,
136148,aditya birla sun life fixed term plan - series ng (1169 days) - direct plan-growth,,
136172,reliance fixed horizon fund xxx- series 5- direct plan- growth option,,
136190,aditya birla sun life fixed term plan - series nh (1168 days) - direct plan-growth,,
136196,aditya birla sun life emerging leaders fund - series 7 - direct plan-growth,,
136199,uti ftif series xxiii-xiv (1145 days)- direct plan - growth option,,
136213,uti ftif series xxiii-xv (1176 days)- direct plan - growth option,,
136233,reliance fixed horizon fund xxx- series 6- direct plan-growth option,,
136243,aditya birla sun life fixed term plan - series ni (1163 days) - direct plan-growth,,
136249,reliance dual advantage fixed tenure fund ix- plan a- direct plan-growth option,,
136284,kotak capital protection oriented scheme series 3 - direct growth,,
136311,reliance fixed horizon fund xxx- series 7- direct plan-growth option,,
136315,reliance fixed horizon fund xxx- series 8- direct plan- growth option,,
136324,aditya birla sun life fixed term plan - series nk (1196 days) - direct plan-growth,,
136329,reliance fixed horizon fund xxx- series 9- direct plan-growth option,,
136332,sundaram capital protection oriented fund - 5 years - series 7 - direct plan - growth,,
136336,sundaram fixed term plan hi - direct plan - growth option,,
136344,sundaram hybrid fund - series o - direct plan - growth option,,
136349,uti ftif series xxiv-ii (1142 days)- direct plan - growth option,,
136356,uti capital protection oriented scheme series vii-ii (1281 days) - direct plan - growth option,,
136359,sbi dual advantage fund series xiv- direct plan - growth,,
136407,sbi debt fund series b - 32 (60 days) - direct plan - growth,,
136410,aditya birla sun life fixed term plan - series nl (1148 days) - direct plan-growth,,
136415,aditya birla sun life capital protection oriented fund - series 30 - direct plan-growth,,
136419,uti - dual advantage fixed term series iii-i (1998 days) - direct plan - growth option,,
136432,sbi debt fund series b - 33 (1131 days) - direct plan - growth,,
136438,reliance fixed horizon fund xxx- series 10- direct plan-growth option,,
136452,reliance fixed horizon fund xxx- series 11- direct plan-growth option,,
136453,reliance fixed horizon fund xxx- series 12- direct plan-growth option,,
136464,hdfc retirement savings fund - hybrid-equity plan - growth option - direct plan,INF179KB1MH6,
136465,hdfc retirement savings fund - hybrid-debt plan - growth option - direct plan,INF179KB1MJ2,
136476,sbi debt fund series b - 34 (1131 days) - direct plan - growth,,
136488,uti ftif series xxiv-v (1132 days)- direct plan - growth option,,
136499,uti ftif series xxiv-vi (1181 days)- direct plan - growth option,,
136504,uti capital protection oriented scheme series vii-iii (1279 days) - direct plan - growth option,,
136510,reliance fixed horizon fund xxx- series 13 -direct plan- growth option,,
136521,reliance dual advantage fixed tenure fund ix- plan b- direct plan-growth option,,
136542,sundaram hybrid series p direct plan growth,,
136548,sbi debt fund series b - 35 (1131 days) - direct plan - growth,,
136567,dsp equity savings fund - direct plan - growth,INF740KA1504,
138224,reliance fixed horizon fund xxx- series 14 -direct plan- growth option,,
138244,uti ftif series xxiv-vii (1182 days)- direct plan - growth option,,
138270,pgim india short duration fund - direct plan - growth,,
138312,pgim india large cap fund - direct plan - growth,INF663L01GR4,
138330,pgim india corporate bond fund - direct plan - growth,INF223J01OO2,
138376,pgim india equity savings fund - direct plan - growth,INF223J01QD0,
138386,pgim india aggressive hybrid equity fund - direct plan - growth,INF663L01GX2,
138394,dhfl pramerica tax plan - direct plan - growth,,
138464,dhfl pramerica hybrid debt fund - direct plan - growth,,
138472,pgim india gilt fund - direct plan - growth,INF223J01ND7,
138509,dhfl pramerica floating rate fund - direct plan - growth,,
138562,dhfl pramerica hybrid fixed term fund - series 11 - direct plan - growth,,
138564,pgim india banking and psu debt fund- direct plan-growth,,
138583,pgim india hybrid fixed term fund - series 12 - direct plan - growth,,
138588,dhfl pramerica hybrid fixed term fund - series 13 - direct plan - growth,,
138601,dhfl pramerica hybrid fixed term fund - series 14 - direct plan - growth,,
138651,dhfl pramerica hybrid fixed term fund - series 17 - direct plan - growth,,
138654,dhfl pramerica hybrid fixed term fund - series 19 - direct plan - growth,,
138659,dhfl pramerica strategic debt fund - direct plan - growth,,
138693,dhfl pramerica medium term fund- direct plan- growth,,
138789,dhfl pramerica hybrid fixed term fund - series 21  - direct plan -growth,,
138813,dhfl pramerica hybrid fixed term fund - series 22 - direct plan -growth,,
138847,dhfl pramerica hybrid fixed term fund - series 23 - direct plan -growth,,
138860,dhfl pramerica hybrid fixed term fund - series 27 - direct plan - growth,,
138869,dhfl pramerica hybrid fixed term dund - series 26 - direct plan - growth,,
138875,pgim india arbitrage fund - direct plan - growth,INF223J013N7,
138891,dhfl pramerica hybrid fixed term fund - series 29 - direct plan - growth,,
138898,pgim india credit risk fund - direct plan - growth,,
138927,dhfl pramerica hybrid fixed term fund - series 31 - direct plan - growth,,
138934,dhfl pramerica hybrid fixed term fund - series 32 - direct plan - growth,,
138950,dhfl pramerica mid cap fund - series 1 - direct plan - growth,,
138953,dhfl pramerica hybrid fixed term fund - series 33 - direct plan - growth,,
138962,dhfl pramerica hybrid fixed term fund - series 34 - direct plan - growth,,
138971,dhfl pramerica hybrid fixed term fund - series 35 - direct plan - growth,,
138986,dhfl pramerica large cap fund - series 1 - direct plan - growth,,
138991,pgim india large cap fund - series 2 - direct plan - growth,,
138999,dhfl pramerica hybrid fixed term fund - series 37 - direct plan - growth,,
139017,dhfl pramerica large cap fund - series 3 - direct plan - growth,,
139023,dhfl pramerica hybrid fixed term fund - series 39 - direct plan - growth,,
139049,dhfl pramerica hybrid fixed term fund - series 40 - direct plan - growth,,
139054,dhfl pramerica hybrid fixed term fund - series 41 - direct plan - growth,,
139091,hsbc fixed term series 125 - direct plan growth option,,
139096,sundaram cpof 5 yrs sr 8 direct plan - growth,,
139123,sbi dual advantage fund - series xv- direct plan - growth,,
139129,hdfc daf - ii - 1099d march 2016 - direct option - growth option,,
139145,reliance fixed horizon fund xxx- series 17- direct plan-growth option,,
139168,aditya birla sun life fixed term plan - series np (1163 days) - direct plan-growth,,
139169,uti ftif series xxiv-viii (1184 days)- direct plan - growth option,,
139210,uti ftif series xxiv-x (1118 days)- direct plan - growth option,,
139221,principal arbitrage fund - direct plan - growth,,
139227,sbi debt fund series b - 36 (1131 days) - direct plan - growth,,
139231,dsp  dual advantage fund - series 44 - 39m - direct -  growth,,
139233,uti ftif series xxiv-ix (1183 days)- direct plan - growth option,,
139247,reliance fixed horizon fund xxx- series 18- direct plan-growth option,,
139249,reliance dual advantage fixed tenure fund ix- plan c- direct plan-growth option,,
139267,reliance fixed horizon fund xxx- series 19- direct plan-growth option,,
139273,uti ftif series xxiv-xi (1098 days)- direct plan - growth option,,
139299,uti capital protection oriented scheme series vii-iv (1278 days) - direct plan - growth option,,
139310,hdfc daf - ii - 1111d april 2016 - direct option - growth option,,
139317,uti ftif series xxiv-xii (1099 days)- direct plan - growth option,,
139329,dsp  dual advantage fund - series 45 - 38m - direct - growth,,
139337,nippon india dual advantage fixed tenure fund ix- plan d- direct plan-growth option,,
139347,reliance fixed horizon fund xxx- series 20- direct plan-growth option,,
139350,uti ftif series xxiv-xiii (1097 days)- direct plan - growth option,,
139362,kotak capital protection oriented scheme - series 4 - direct growth,,
139365,hsbc fixed term series 126 - direct plan growth option,,
139372,uti capital protection oriented scheme series vii-v (1281 days) - direct plan - growth option,,
139379,reliance fixed horizon fund xxxi- series 1- direct plan-growth option,,
139399,uti ftif series xxiv-xiv (1831 days)- direct plan - growth option,,
139406,sbi debt fund series b - 41(1100 days)- direct plan - growth,,
139413,reliance fixed horizon fund xxxi series 2 - direct plan - growth option,,
139422,uti ftif series xxiv-xv (1099 days)- direct plan - growth option,,
139440,aditya birla sun life dual advantage fund - series i - direct plan - growth,,
139464,reliance fixed horizon fund xxxi- series 4- direct plan-growth option,,
139468,dsp  dual advantage fund - series 46 - 36m - direct - growth,,
139478,uti ftif series xxiv-xvii (1098 days)- direct plan - growth option,,
139493,sundaram fixed term plan hm direct plan growth,,
139506,uti - dual advantage fixed term series iii-ii (1278 days) - direct plan - growth option,,
139524,axis hybrid fund series - 31 (1381) direct growth,,
139526,sbi dual advantage fund - series xvi - direct plan - growth,,
139527,bank of india mid & small cap equity & debt fund - direct plan growth,INF761K01DM6,
139542,reliance fixed horizon fund xxxi- series 5- direct plan-growth option,,
139550,uti ftif series xxv-i (1099 days)- direct plan - growth option,,
139567,sbi debt funds series b - 42 (1100 days) - direct plan - growth,,
139570,nippon india dual advantage fixed tenure fund ix- plan e- direct plan-growth option,,
139575,reliance fixed horizon fund xxxi- series 6- direct plan-growth option,,
139596,reliance fixed horizon fund xxxi- series 7- direct plan-growth option,,
139599,nippon india dual advantage fixed tenure fund ix- plan f-direct plan-growth option,,
139613,axis hybrid fund series - 32 (1367 days) direct growth,,
139625,uti ftif series xxv-ii (1097 days)- direct plan - growth option,,
139648,uti - dual advantage fixed term series iii-iii (1102 days) - direct plan - growth option,,
139652,nippon india fixed horizon fund xxxi- series 8- direct plan - growth option,,
139655,pgim india fixed duration fund - series 29 - direct plan - growth option,,
139663,pgim india fixed duration fund - series 31 - direct plan - growth option,,
139689,aditya birla sun life fixed term plan - series nr (1099 days) - direct plan-growth,,
139696,uti capital protection oriented scheme series viii-i (1278 days) - direct plan - growth option,,
139706,sundaram fixed term plan - hs - direct plan - growth,,
139711,sundaram long term micro cap tax advantage fund series iii direct plan - growth,INF903JA1443,
139714,canara robeco capital protection oriented fund - series  7 - direct plan - growth option,,
139725,uti ftif-series xxv-iii (1100 days)- direct plan - growth option,,
139735,nippon india fixed horizon fund xxxi series 9 - direct plan - growth option,,
139742,aditya birla sun life fixed term plan - series nt (1099 days) - direct plan-growth,,
139757,hdfc daf - lll - 1304d august 2016 - direct option - growth option,,
139775,axis hybrid fund series - 33 (1358 days) - direct growth,,
139781,mahindra manulife elss tax saver fund - direct plan -growth,INF174V01093,
139787,aditya birla sun life resurgent india fund - series 1 - direct plan-growth,,
139791,sbi debt fund series b - 43(1100 days)- direct plan - growth,,
139794,sbi dual advantage fund - series xvii - direct plan - growth,,
139796,reliance fixed horizon fund xxxi- series 11- direct plan-growth option,,
139800,uti ftif series xxv-iv (1100 days)- direct plan - growth option,,
139810,uti ftif series xxv-v (1100 days)- direct plan - growth option,,
139851,nippon india fixed horizon fund xxxi- series 13- direct plan-growth option,,
139859,uti capital protection oriented scheme series viii -ii  (1831 days) - direct plan - growth option,,
139872,motilal oswal balanced advantage fund  (mofdynamic) - direct plan - growth option,INF247L01635,
139907,uti ftif series xxv-vi (1098 days)- direct plan - growth option,,
139964,nippon india fixed horizon fund xxxi- series 15- direct plan-growth option,,
139971,idbi hybrid equity fund growth direct,,
139981,uti ftif series xxv-vii (1097 days)- direct plan - growth option,,
139986,uti capital protection oriented scheme series viii-iii (1281days) - direct plan - growth option,,
139990,sundaram long term micro cap tax advantage fund series iv direct plan - growth,INF903JA1526,
140011,sbi debt fund series b - 44 (1100 days) - direct plan - growth,,
140017,hdfc daf - iii - 1267d october 2016 - direct option - growth option,,
140033,uti ftif series xxv-viii (1100 days)- direct plan - growth option,,
140046,uti long term advantage fund series iv - direct plan - growth option,,
140054,nippon india dual advantage fixed tenure fund x- plan a- direct plan- growth option,,
140063,dsp dual advantage fund - series 49 - 42m - direct - growth,,
140068,uti capital protection oriented scheme series viii-iv (1996 days) - direct plan - growth option,,
140069,uti ftif series xxv-ix (1098 days)- direct plan - growth option,,
140112,axis hybrid fund - series 35 (1359 days) - direct plan - growth option,,
140119,aditya birla sun life resurgent india fund - series 2 - direct plan-growth,,
140130,uti ftif series xxv-x (1229 days)- direct plan - growth option,,
140136,pgim india fixed duration fund - series aa - direct plan - growth option,,
140145,hdfc daf - iii - 1224d november 2016 - direct option - growth option,,
140151,nippon india dual advantage fixed tenure fund x- plan b- direct plan-growth option,,
140154,nippon india fixed horizon fund xxxii- series 1- direct plan-growth option,,
140158,nippon india fixed horizon fund xxxii- series 2- direct plan-growth option,,
140167,nippon india fixed horizon fund xxxii- series 4- direct plan-growth option,,
140170,uti - dual advantage fixed term series iv-i (1279 days) - direct plan - growth option,,
140175,edelweiss large & mid cap fund - direct plan - growth option,INF843K01AL0,
140228,edelweiss mid cap fund - direct plan - growth option,INF843K01AO4,
140241,edelweiss tax advantage fund - direct plan - growth option,,
140243,edelweiss greater china equity off-shore fund - direct plan - growth option,INF843K01AU1,
