schemeCode,schemeName,isinGrowth,isinDivReinvestment
140251,edelweiss short term fund - direct plan -  growth option,,
140256,edelweiss asean equity off-shore fund - direct plan - growth option,INF843K01AW7,
140274,edelweiss us value equity offshore fund - direct plan - growth option,INF843K01EC1,
140286,edelweiss banking and psu debt fund - direct plan - growth option,INF843K01FC8,
140296,edelweiss europe dynamic equity offshore fund - growth option - direct plan,INF843K01GI3,
140298,edelweiss government securities fund - direct plan - growth option,INF843K01GS2,
140327,edelweiss emerging markets opportunities equity offshore fund - direct plan - growth option,INF843K01IZ3,
140333,edelweiss corporate bond fund - direct plan - growth option,,
140347,edelweiss equity savings fund - direct plan - growth option,INF843K01KC8,
140353,edelweiss flexi cap fund - direct plan - growth option,INF843K01KK1,
140357,edelweiss balanced advantage fund - direct plan - growth option-deactivated,,
140373,uti ftif series xxv-xi (1211 days)- direct plan - growth option,,
140382,bandhan aggressive hybrid fund-direct plan growth,INF194KA1U56,
140386,bnp paribas arbitrage fund-direct plan-growth option,,
140391,sundaram select micro cap series xi - direct plan - growth,,
140396,sbi dual advantage fund - series xviii - direct plan - growth,,
140398,axis emerging opportunities fund - series 1 (1400 days) - direct plan - growth option,,
140408,nippon india dual advantage fixed tenure fund - x - plan c - direct plan - growth option,,
140419,uti ftif series xxv-xii (1198 days)- direct plan - growth option,,
140426,nippon india fixed horizon fund xxxii- series 5- direct plan-growth option,,
140431,nippon india dual advantage fixed tenure fund x- plan d- direct plan-growth option,,
140438,nippon india dual advantage fixed tenure fund x- plan e- direct plan - growth option,,
140444,mahindra manulife equity savings fund - direct plan -growth,INF174V01184,
140453,sundaram smart nifty 100 equal weight fund direct plan - growth,,
140454,uti long term advantage fund series v - direct plan - growth option,,
140461,idbi midcap fund growth direct,,
140466,uti ftif series xxvi-i (1182 days)- direct plan - growth option,,
140487,sbi long term advantage fund - series iv - direct plan - growth,INF200KA1LS9,
140507,uti - dual advantage fixed term series iv-ii (1278 days) - direct plan - growth option,,
140512,nippon india fixed horizon fund xxxii- series 7- direct plan-growth option,,
140514,nippon india dual advantage fixed tenure fund x- plan f- direct plan-growth option,,
140524,uti ftif series xxvi-ii (1176 days)- direct plan - growth option,,
140532,sundaram select micro cap series xii - direct plan growth,,
140535,nippon india fixed horizon fund xxxii- series 8- direct plan-growth option,,
140543,uti - dual advantage fixed term series iv-iii (1279 days) - direct plan - growth option,,
140557,union capital protection oriented fund - series 7 - direct plan - growth option,,
140560,nippon india fixed horizon fund - xxxii - series 9 - direct plan - growth option,,
140564,pgim india fixed duration fund - series ab - direct plan - growth option,,
140575,sundaram top 100 series vi direct plan growth,,
140594,axis emerging opportunities fund - series 2 (1400 days) - direct plan - growth option,,
140597,sbi dual advantage fund - series xix - direct plan - growth,,
140600,nippon india fixed horizon fund xxxii- series 10- direct plan- growth option,,
140603,bandhan credit risk fund-direct plan-growth,INF194KA1X61,
140635,uti ftif series xxvi-iii (1169 days)- direct plan - growth option,,
140655,uti - dual advantage fixed term series iv-iv (1997 days) - direct plan - growth option,,
140660,sundaram value fund series vii direct plan - growth,,
140672,pgim india fixed duration fund - series ac - direct plan - growth option,,
140692,aditya birla sun life fixed term plan-series od (1145 days)-direct plan-growth,,
140735,sbi debt fund series b - 46 (1155 days) - direct plan - growth,,
140738,nippon india fixed horizon fund xxxiii- series 1- direct plan- growth option,,
140744,nippon india fixed horizon fund xxxiii- series 2- direct plan- growth option,,
140751,sundaram top 100 series vii direct plan growth,,
140761,sbi debt fund series b - 49 (1170 days) - direct plan - growth,,
140769,mirae asset dynamic bond fund -direct plan -growth,INF769K01DR8,
140788,aditya birla sun life fixed term plan - series oe (1153 days) - direct plan-growth,,
140793,aditya birla sun life fixed term plan - series of (1151 days) - direct plan-growth,,
140799,aditya birla sun life resurgent india fund - series 3 - direct plan-growth,,
140824,pgim india dual advantage fund -series 1-direct plan -growth option,,
140846,idfc fixed term plan series-129 (1147days) - direct plan-growth,,
140857,uti ftif series xxvi-v (1160 days)- direct plan - growth option,,
140865,nippon india fixed horizon fund xxxiii- series 3-direct plan- growth option,,
140879,aditya birla sun life fixed term plan - series og (1146 days) - direct plan-growth,,
140887,aditya birla sun life fixed term plan - series oh (1120 days) - direct plan-growth,,
140917,nippon india fixed horizon fund xxxiii- series 4- direct plan-growth option,,
140922,aditya birla sun life fixed term plan - series oi (1120 days) - direct plan-growth,,
140925,nippon india fixed horizon fund xxxiii- series 5-direct plan- growth option,,
140936,pgim india fixed duration fund - series af - direct plan - growth option,,
140950,pgim india fixed duration fund - series ae - direct plan - growth option,,
140964,uti ftif series xxvi-vi (1146 days)- direct plan - growth option,,
140976,nippon india fixed horizon fund xxxiii- series 6-direct plan- growth option,,
140984,aditya birla sun life fixed term plan - series oj (1136 days) - direct plan-growth,,
140994,pgim india fixed duration fund - series ag- direct plan - growth option,,
140998,aditya birla sun life fixed term plan - series ok (1135 days) - direct plan-growth,,
141006,bnp paribas substantial equity hybrid fund- direct plan - growth option,,
141013,uti ftif series xxvi-vii (1140 days)- direct plan - growth option,,
141030,idfc fixed term plan series-131 (1139days)-direct plan-growth,,
141036,nippon india fixed horizon fund xxxiii- series 7- direct plan-growth option,,
141111,uti ftif series xxvi-viii (1154 days)- direct plan - growth option,,
141123,aditya birla sun life fixed term plan - series ol (1148 days) - direct plan-growth,,
141135,aditya birla sun life fixed term plan - series om (1146 days) -  direct plan-growth,,
141141,sundaram long term micro cap tax advantage fund series v direct plan - growth,INF903JA1955,
141145,sundaram select micro cap series xiv direct plan - growth,,
141154,nippon india fixed horizon fund xxxiii- series 8-direct plan- growth option,,
141156,nippon india dual advantage fixed tenure fund xi- plan a- direct plan- growth option,,
141176,uti ftif series xxvi-ix (1113 days)- direct plan - growth option,,
141179,nippon india fixed horizon fund xxxiii- series 9- direct plan - growth option,,
141187,nippon india fixed horizon fund xxxiii- series 10- direct plan - growth option,,
141193,uti ftif series xxvi-x (1107 days)- direct plan - growth option,,
141204,hsbc fixed term series 128 - direct plan growth option,,
141226,mahindra manulife multi cap fund - direct plan -growth,INF174V01341,
141236,uti ftif series xxvi-xi (1105 days)- direct plan - growth option,,
141244,uti capital protection oriented scheme series ix-i (1467 days) - direct plan - growth option,,
141248,union largecap fund - direct plan - growth option,INF582M01CU7,
141253,sundaram hybrid series u direct plan growth,,
141296,uti ftif series xxvi-xii (1096 days)- direct plan - growth option,,
141304,canara robeco capital protection oriented fund - series 8 - direct plan - growth option,,
141307,uti ftif series xxvi-xiii (1124 days)- direct plan - growth option,,
141342,sundaram value fund series viii direct plan - growth,,
141348,sbi dual advantage fund - series xxii - direct plan - growth,,
141369,axis equity advantage fund - series 1 - direct plan - growth option,,
141388,nippon india fixed horizon fund xxxiv- series 1 - direct plan- growth option,,
141392,nippon india fixed horizon fund xxxiv- series 2 - direct plan- growth option,,
141402,uti ftif series xxvi-xiv (1105 days) - direct plan - growth option,,
141404,sundaram select micro cap series xv direct plan - growth,,
141418,nippon india dual advantage fixed tenure fund xi- plan b- direct plan- growth option,,
141430,hdfc equity opp fund - ii - 1126d may 2017 (1) - growth option - direct plan,,
141432,nippon india fixed horizon fund xxxiv- series 3-direct plan- growth option,,
141452,uti ftif series xxvi-xv (1097 days) - direct plan - growth option,,
141461,nippon india fixed horizon fund xxxiv- series 4-direct plan- growth option,,
141466,uti capital protection oriented scheme series ix-ii ( 1462 days) - direct plan - growth option,,
141469,hsbc fixed term series 129 - direct plan growth option,,
141475,idbi small cap fund - growth direct,,
141485,uti ftif series xxvii-i (1113 days) - direct plan - growth option,,
141499,sundaram select small cap series v direct plan - growth,,
141521,nippon india fixed horizon fund xxxiv- series 6- direct plan-growth option,,
141524,sbi debt fund series c - 1 (1100 days) - direct plan - growth,,
141534,uti ftif series xxvii-ii (1161 days) - direct plan - growth option,,
141553,nippon india fixed horizon fund xxxiv- series 7- direct plan-growth option,,
141561,sundaram select small cap series vi direct plan - growth,,
141564,sundaram long term micro cap tax advantage fund series vi direct plan - growth,INF903JA1AZ0,
141572,uti ftif series xxvii-iii (1096 days) - direct plan - growth option,,
141580,hdfc equity opp fund - ii - 1100d june 2017 (1) - growth option - direct plan,,
141583,nippon india dual advantage fixed tenure fund xi- plan c- direct plan- growth option,,
141588,axis corporate bond fund - direct plan growth,INF846K01ZM8,
141608,aditya birla sun life resurgent india fund - series 4 - direct plan-growth,,
141614,nippon india fixed horizon fund xxxiv- series 8- direct plan-growth option,,
141616,nippon india fixed horizon fund xxxiv - series 9 - direct plan - growth option,,
141620,uti ftif series xxvii-iv (1113 days) - direct plan - growth option,,
141634,sbi dual advantage fund - series xxiii - direct plan - growth,,
141638,pgim india fixed duration fund- series ah-direct plan growth option,,
141642,axis balanced advantage fund - direct plan - growth,INF846K01A29,
141658,nippon india fixed horizon fund xxxiv- series 10- direct plan-growth option,,
141666,axis equity advantage fund - series 2 - direct plan - growth option,,
141690,nippon india dual advantage fixed tenure fund xi- plan d- direct plan- growth option,,
141700,uti capital protection oriented scheme series ix-iii ( 1389 days) - direct plan - growth option,,
141716,uti ftif series xxvii-v (1097 days) - direct plan - growth option,,
141724,aditya birla sun life fixed term plan - series ot (1117 days) - direct plan-growth,,
141727,union capital protection oriented fund - series 8 - direct plan - growth option,,
141740,sundaram select micro cap series xvi direct plan - growth,,
141745,sbi debt fund series c - 2 (1100 days) - direct plan - growth,,
141757,uti ftif series xxvii-vi (1113 days) - direct plan - growth option,,
141778,uti ftif series xxvii-vii (1104 days) - direct plan - growth option,,
141781,uti dual advantage fixed term fund  series v-i ( 1103 days) - direct  plan - growth option,,
141793,nippon india fixed horizon fund xxxv- series 5- direct plan-growth option,,
141801,nippon india dual advantage fixed tenure fund xi- plan e- direct plan- growth option,,
141808,groww elss tax saver fund (formerly known as indiabulls tax savings fund)- direct plan- growth option,INF666M01DK7,
141813,bnp paribas focused 25 equity fund - direct plan - growth option,,
