schemeCode,schemeName,NAV,scheme_type,scheme_category
Scheme Code,Scheme Name,Net Asset Value,,
127241,Reliance Fixed Horizon Fund - XXV - Series 23 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127239,Reliance Fixed Horizon Fund - XXV - Series 23 - Growth Option,13.4278,Close Ended Schemes(Income),Nippon India Mutual Fund
127264,Reliance Fixed Horizon Fund - XXV - Series 24 - Direct Plan - Growth Option,13.0105,Close Ended Schemes(Income),Nippon India Mutual Fund
127266,Reliance Fixed Horizon Fund - XXV - Series 24 - Growth Option,12.9758,Close Ended Schemes(Income),Nippon India Mutual Fund
127360,Reliance Fixed Horizon Fund - XXV - Series 25 - Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127362,Reliance Fixed Horizon Fund - XXV - Series 25 - Direct Plan - Growth Option,13.2454,Close Ended Schemes(Income),Nippon India Mutual Fund
127361,Reliance Fixed Horizon Fund - XXV - Series 25 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127359,Reliance Fixed Horizon Fund - XXV - Series 25 - Growth Option,13.0081,Close Ended Schemes(Income),Nippon India Mutual Fund
127538,Reliance Fixed Horizon Fund - XXV - Series 26 - Direct Plan - Growth Option,14.0991,Close Ended Schemes(Income),Nippon India Mutual Fund
127537,Reliance Fixed Horizon Fund - XXV - Series 26 - Growth Option,14.0241,Close Ended Schemes(Income),Nippon India Mutual Fund
127542,Reliance Fixed Horizon Fund - XXV - Series 27 - Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127541,Reliance Fixed Horizon Fund - XXV - Series 27 - Direct Plan - Growth Option,14.2798,Close Ended Schemes(Income),Nippon India Mutual Fund
127543,Reliance Fixed Horizon Fund - XXV - Series 27 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127540,Reliance Fixed Horizon Fund - XXV - Series 27 - Growth Option,14.1195,Close Ended Schemes(Income),Nippon India Mutual Fund
127545,Reliance Fixed Horizon Fund - XXV - Series 28 - Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127547,Reliance Fixed Horizon Fund - XXV - Series 28 - Direct Plan - Growth Option,14.2678,Close Ended Schemes(Income),Nippon India Mutual Fund
127544,Reliance Fixed Horizon Fund - XXV - Series 28 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127546,Reliance Fixed Horizon Fund - XXV - Series 28 - Growth Option,14.1798,Close Ended Schemes(Income),Nippon India Mutual Fund
125359,Reliance Fixed Horizon Fund - XXV - Series 3  - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
125358,Reliance Fixed Horizon Fund - XXV - Series 3 - Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
125357,Reliance Fixed Horizon Fund - XXV - Series 3 - Direct Plan - Growth Option,13.5394,Close Ended Schemes(Income),Nippon India Mutual Fund
125356,Reliance Fixed Horizon Fund - XXV - Series 3 - Growth Option,13.4468,Close Ended Schemes(Income),Nippon India Mutual Fund
127734,Reliance Fixed Horizon Fund - XXV - Series 30 - Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127735,Reliance Fixed Horizon Fund - XXV - Series 30 - Direct Plan - Growth Option,14.1942,Close Ended Schemes(Income),Nippon India Mutual Fund
127733,Reliance Fixed Horizon Fund - XXV - Series 30 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127732,Reliance Fixed Horizon Fund - XXV - Series 30 - Growth Option,14.0150,Close Ended Schemes(Income),Nippon India Mutual Fund
127844,Reliance Fixed Horizon Fund - XXV - Series 31 - Direct Plan - Growth Option,12.9815,Close Ended Schemes(Income),Nippon India Mutual Fund
127841,Reliance Fixed Horizon Fund - XXV - Series 31 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
127843,Reliance Fixed Horizon Fund - XXV - Series 31 - Growth Option,12.9373,Close Ended Schemes(Income),Nippon India Mutual Fund
128181,Reliance Fixed Horizon Fund - XXV - Series 32 - Direct Plan - Growth Option,12.9565,Close Ended Schemes(Income),Nippon India Mutual Fund
128180,Reliance Fixed Horizon Fund - XXV - Series 32 - Growth Option,12.9162,Close Ended Schemes(Income),Nippon India Mutual Fund
128185,Reliance Fixed Horizon Fund - XXV - Series 33 - Direct Plan - Growth Option,12.9040,Close Ended Schemes(Income),Nippon India Mutual Fund
128184,Reliance Fixed Horizon Fund - XXV - Series 33 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
128183,Reliance Fixed Horizon Fund - XXV - Series 33 - Growth Option,12.8640,Close Ended Schemes(Income),Nippon India Mutual Fund
128199,Reliance Fixed Horizon Fund - XXV - Series 34 - Direct Plan - Growth Option,12.9303,Close Ended Schemes(Income),Nippon India Mutual Fund
128198,Reliance Fixed Horizon Fund - XXV - Series 34 - Growth Option,12.8897,Close Ended Schemes(Income),Nippon India Mutual Fund
128320,Reliance Fixed Horizon Fund - XXV - Series 35- Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
128318,Reliance Fixed Horizon Fund - XXV - Series 35- Direct Plan - Growth Option,15.6265,Close Ended Schemes(Income),Nippon India Mutual Fund
128317,Reliance Fixed Horizon Fund - XXV - Series 35- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
128319,Reliance Fixed Horizon Fund - XXV - Series 35- Growth Option,15.2705,Close Ended Schemes(Income),Nippon India Mutual Fund
125392,Reliance Fixed Horizon Fund - XXV - Series 4 - Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
125390,Reliance Fixed Horizon Fund - XXV - Series 4 - Direct Plan - Growth Option,12.8731,Close Ended Schemes(Income),Nippon India Mutual Fund
125393,Reliance Fixed Horizon Fund - XXV - Series 4 - Growth Option,12.8138,Close Ended Schemes(Income),Nippon India Mutual Fund
125530,Reliance Fixed Horizon Fund - XXV - Series 6 - Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
125528,Reliance Fixed Horizon Fund - XXV - Series 6 - Direct Plan - Growth Option,13.5368,Close Ended Schemes(Income),Nippon India Mutual Fund
125529,Reliance Fixed Horizon Fund - XXV - Series 6 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
125527,Reliance Fixed Horizon Fund - XXV - Series 6 - Growth Option,13.4506,Close Ended Schemes(Income),Nippon India Mutual Fund
127913,Reliance Fixed Horizon Fund - XXVI - Series 1 - Direct Plan - Dividend Payout Option,11.913,Close Ended Schemes(Income),Nippon India Mutual Fund
127911,Reliance Fixed Horizon Fund - XXVI - Series 1 - Direct Plan - Growth Option,14.8328,Close Ended Schemes(Income),Nippon India Mutual Fund
127912,Reliance Fixed Horizon Fund - XXVI - Series 1 - Dividend Payout Option,11.8741,Close Ended Schemes(Income),Nippon India Mutual Fund
127910,Reliance Fixed Horizon Fund - XXVI - Series 1 - Growth Option,14.6521,Close Ended Schemes(Income),Nippon India Mutual Fund
129115,Reliance Fixed Horizon Fund - XXVI - Series 14- Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129114,Reliance Fixed Horizon Fund - XXVI - Series 14- Direct Plan - Growth Option,14.6448,Close Ended Schemes(Income),Nippon India Mutual Fund
129116,Reliance Fixed Horizon Fund - XXVI - Series 14- Dividend payout Option,11.8004,Close Ended Schemes(Income),Nippon India Mutual Fund
129113,Reliance Fixed Horizon Fund - XXVI - Series 14- Growth Option,14.394,Close Ended Schemes(Income),Nippon India Mutual Fund
129291,Reliance Fixed Horizon Fund - XXVI - Series 17- Direct Plan - Growth Option,12.8672,Close Ended Schemes(Income),Nippon India Mutual Fund
129290,Reliance Fixed Horizon Fund - XXVI - Series 17- Dividend payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129289,Reliance Fixed Horizon Fund - XXVI - Series 17- Growth Option,12.8213,Close Ended Schemes(Income),Nippon India Mutual Fund
129293,Reliance Fixed Horizon Fund - XXVI - Series 18- Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129296,Reliance Fixed Horizon Fund - XXVI - Series 18- Direct Plan - Growth Option,12.8374,Close Ended Schemes(Income),Nippon India Mutual Fund
129295,Reliance Fixed Horizon Fund - XXVI - Series 18- Dividend payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129294,Reliance Fixed Horizon Fund - XXVI - Series 18- Growth Option,12.7825,Close Ended Schemes(Income),Nippon India Mutual Fund
128082,Reliance Fixed Horizon Fund - XXVI - Series 2 - Direct Plan - Growth Option,14.0202,Close Ended Schemes(Income),Nippon India Mutual Fund
128084,Reliance Fixed Horizon Fund - XXVI - Series 2 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
128081,Reliance Fixed Horizon Fund - XXVI - Series 2 - Growth Option,13.9531,Close Ended Schemes(Income),Nippon India Mutual Fund
130192,Reliance Fixed Horizon Fund - XXVI - Series 29 - Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130190,Reliance Fixed Horizon Fund - XXVI - Series 29 - Direct Plan - Growth Option,12.8321,Close Ended Schemes(Income),Nippon India Mutual Fund
130191,Reliance Fixed Horizon Fund - XXVI - Series 29 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130189,Reliance Fixed Horizon Fund - XXVI - Series 29 - Growth Option,12.7925,Close Ended Schemes(Income),Nippon India Mutual Fund
130196,Reliance Fixed Horizon Fund - XXVI - Series 30 - Direct Plan - Dividend Payout Option,11.7218,Close Ended Schemes(Income),Nippon India Mutual Fund
130194,Reliance Fixed Horizon Fund - XXVI - Series 30 - Direct Plan - Growth Option,14.148,Close Ended Schemes(Income),Nippon India Mutual Fund
130195,Reliance Fixed Horizon Fund - XXVI - Series 30 - Dividend Payout Option,11.6397,Close Ended Schemes(Income),Nippon India Mutual Fund
130193,Reliance Fixed Horizon Fund - XXVI - Series 30 - Growth Option,13.9314,Close Ended Schemes(Income),Nippon India Mutual Fund
130229,Reliance Fixed Horizon Fund - XXVI - Series 31 - Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130228,Reliance Fixed Horizon Fund - XXVI - Series 31 - Direct Plan - Growth Option,12.8430,Close Ended Schemes(Income),Nippon India Mutual Fund
130230,Reliance Fixed Horizon Fund - XXVI - Series 31 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130227,Reliance Fixed Horizon Fund - XXVI - Series 31 - Growth Option,12.8046,Close Ended Schemes(Income),Nippon India Mutual Fund
128461,Reliance Fixed Horizon Fund - XXVI - Series 4-Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
128460,Reliance Fixed Horizon Fund - XXVI - Series 4-Direct Plan - Growth Option,13.1902,Close Ended Schemes(Income),Nippon India Mutual Fund
128459,Reliance Fixed Horizon Fund - XXVI - Series 4-Dividend payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
128458,Reliance Fixed Horizon Fund - XXVI - Series 4-Growth Option,12.9725,Close Ended Schemes(Income),Nippon India Mutual Fund
131168,Reliance Fixed Horizon Fund - XXVII - Series 5 - Direct Plan - Growth Option,13.0503,Close Ended Schemes(Income),Nippon India Mutual Fund
131169,Reliance Fixed Horizon Fund - XXVII - Series 5 - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
131167,Reliance Fixed Horizon Fund - XXVII - Series 5 - Growth Option,12.8712,Close Ended Schemes(Income),Nippon India Mutual Fund
118025,Reliance Fixed Horizon Fund XXII - Series 32 - Dividend Payout Option,12.7755,Close Ended Schemes(Income),Nippon India Mutual Fund
118024,Reliance Fixed Horizon Fund XXII - Series 32 - Growth Option,14.7569,Close Ended Schemes(Income),Nippon India Mutual Fund
122324,Reliance Fixed Horizon Fund XXIII - Series 10 - Direct Plan - Growth Option,12.8236,Close Ended Schemes(Income),Nippon India Mutual Fund
122326,Reliance Fixed Horizon Fund XXIII - Series 10 - Dividend Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
122327,Reliance Fixed Horizon Fund XXIII - Series 10 -Growth Option,12.7977,Close Ended Schemes(Income),Nippon India Mutual Fund
135160,Reliance Fixed Horizon Fund XXIX - Series 2 - Direct Plan - Dividend Payout Option,12.5884,Close Ended Schemes(Income),Nippon India Mutual Fund
135158,Reliance Fixed Horizon Fund XXIX - Series 2 - Direct Plan - Growth Option,12.5884,Close Ended Schemes(Income),Nippon India Mutual Fund
135159,Reliance Fixed Horizon Fund XXIX - Series 2 - Regular Plan - Dividend Payout Option,12.4765,Close Ended Schemes(Income),Nippon India Mutual Fund
135157,Reliance Fixed Horizon Fund XXIX - Series 2 - Regular Plan - Growth Option,12.4766,Close Ended Schemes(Income),Nippon India Mutual Fund
135095,Reliance Fixed Horizon Fund XXIX - Series 1- Direct Plan-Dividend Payout Option,12.6354,Close Ended Schemes(Income),Nippon India Mutual Fund
135094,Reliance Fixed Horizon Fund XXIX - Series 1- Direct Plan-Growth Option,12.6354,Close Ended Schemes(Income),Nippon India Mutual Fund
135093,Reliance Fixed Horizon Fund XXIX - Series 1- Dividend Payout Option,12.512,Close Ended Schemes(Income),Nippon India Mutual Fund
135092,Reliance Fixed Horizon Fund XXIX - Series 1- Growth Option,12.5119,Close Ended Schemes(Income),Nippon India Mutual Fund
135482,Reliance Fixed Horizon Fund XXIX- Series 10- Direct Plan-Growth Option,12.3143,Close Ended Schemes(Income),Nippon India Mutual Fund
135483,Reliance Fixed Horizon Fund XXIX- Series 10- Dividend Payout Option,12.2836,Close Ended Schemes(Income),Nippon India Mutual Fund
135481,Reliance Fixed Horizon Fund XXIX- Series 10- Growth Option,12.2836,Close Ended Schemes(Income),Nippon India Mutual Fund
135561,Reliance Fixed Horizon Fund XXIX- Series 13- Direct Plan-Dividend Payout Option,12.6627,Close Ended Schemes(Income),Nippon India Mutual Fund
135559,Reliance Fixed Horizon Fund XXIX- Series 13- Direct Plan-Growth Option,12.6627,Close Ended Schemes(Income),Nippon India Mutual Fund
135562,Reliance Fixed Horizon Fund XXIX- Series 13- Dividend Payout Option,12.4821,Close Ended Schemes(Income),Nippon India Mutual Fund
135560,Reliance Fixed Horizon Fund XXIX- Series 13- Growth Option,12.482,Close Ended Schemes(Income),Nippon India Mutual Fund
135636,Reliance Fixed Horizon Fund XXIX- Series 14- Direct Plan-Dividend Payout Option,12.2988,Close Ended Schemes(Income),Nippon India Mutual Fund
135635,Reliance Fixed Horizon Fund XXIX- Series 14- Growth Option,12.2602,Close Ended Schemes(Income),Nippon India Mutual Fund
135637,Reliance Fixed Horizon Fund XXIX- Series 14-Direct Plan-Growth Option,12.2989,Close Ended Schemes(Income),Nippon India Mutual Fund
135634,Reliance Fixed Horizon Fund XXIX- Series 14-Dividend Payout Option,12.2602,Close Ended Schemes(Income),Nippon India Mutual Fund
135768,Reliance Fixed Horizon Fund XXIX- Series 16- Direct Plan-Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
135767,Reliance Fixed Horizon Fund XXIX- Series 16- Direct Plan-Growth Option,12.9634,Close Ended Schemes(Income),Nippon India Mutual Fund
135770,Reliance Fixed Horizon Fund XXIX- Series 16- Growth Option,12.8052,Close Ended Schemes(Income),Nippon India Mutual Fund
135867,Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
135866,Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Growth Option,12.0769,Close Ended Schemes(Income),Nippon India Mutual Fund
135865,Reliance Fixed Horizon Fund XXIX- Series 18- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
135864,Reliance Fixed Horizon Fund XXIX- Series 18- Growth Option,11.9741,Close Ended Schemes(Income),Nippon India Mutual Fund
135886,Reliance Fixed Horizon Fund XXIX- Series 19- Direct Plan-Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
135885,Reliance Fixed Horizon Fund XXIX- Series 19- Direct Plan-Growth Option,12.9527,Close Ended Schemes(Income),Nippon India Mutual Fund
135887,Reliance Fixed Horizon Fund XXIX- Series 19- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
135884,Reliance Fixed Horizon Fund XXIX- Series 19- Growth Option,12.9101,Close Ended Schemes(Income),Nippon India Mutual Fund
135941,Reliance Fixed Horizon Fund XXIX- Series 20- Direct Plan-Growth Option,12.9116,Close Ended Schemes(Income),Nippon India Mutual Fund
135939,Reliance Fixed Horizon Fund XXIX- Series 20- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
135938,Reliance Fixed Horizon Fund XXIX- Series 20- Growth Option,12.8375,Close Ended Schemes(Income),Nippon India Mutual Fund
135214,Reliance Fixed Horizon Fund XXIX- Series 3- Direct Plan-Dividend Payout Option,13.0151,Close Ended Schemes(Income),Nippon India Mutual Fund
135215,Reliance Fixed Horizon Fund XXIX- Series 3- Direct Plan-Growth Option,13.0151,Close Ended Schemes(Income),Nippon India Mutual Fund
135213,Reliance Fixed Horizon Fund XXIX- Series 3- Dividend Payout Option,12.8156,Close Ended Schemes(Income),Nippon India Mutual Fund
135212,Reliance Fixed Horizon Fund XXIX- Series 3- Growth Option,12.8156,Close Ended Schemes(Income),Nippon India Mutual Fund
135334,Reliance Fixed Horizon Fund XXIX- Series 6- Direct Plan - Growth Option,12.532,Close Ended Schemes(Income),Nippon India Mutual Fund
135333,Reliance Fixed Horizon Fund XXIX- Series 6- Dividend Payout Option,12.4969,Close Ended Schemes(Income),Nippon India Mutual Fund
135332,Reliance Fixed Horizon Fund XXIX- Series 6- Growth Option,12.4969,Close Ended Schemes(Income),Nippon India Mutual Fund
135393,Reliance Fixed Horizon Fund XXIX- Series 7- Direct Plan- Growth Option,12.8946,Close Ended Schemes(Income),Nippon India Mutual Fund
135395,Reliance Fixed Horizon Fund XXIX- Series 7- Dividend Payout Option,12.6837,Close Ended Schemes(Income),Nippon India Mutual Fund
135392,Reliance Fixed Horizon Fund XXIX- Series 7- Growth Option,12.6837,Close Ended Schemes(Income),Nippon India Mutual Fund
135415,Reliance Fixed Horizon Fund XXIX- Series 8- Direct Plan-Growth Option,12.4927,Close Ended Schemes(Income),Nippon India Mutual Fund
135414,Reliance Fixed Horizon Fund XXIX- Series 8- Dividend Payout Option,12.4582,Close Ended Schemes(Income),Nippon India Mutual Fund
135417,Reliance Fixed Horizon Fund XXIX- Series 8- Growth Option,12.4582,Close Ended Schemes(Income),Nippon India Mutual Fund
135441,Reliance Fixed Horizon Fund XXIX- Series 9- Direct Plan-Growth Option,12.3826,Close Ended Schemes(Income),Nippon India Mutual Fund
135440,Reliance Fixed Horizon Fund XXIX- Series 9- Dividend Payout Option,12.3487,Close Ended Schemes(Income),Nippon India Mutual Fund
135442,Reliance Fixed Horizon Fund XXIX- Series 9- Growth Option,12.3487,Close Ended Schemes(Income),Nippon India Mutual Fund
129150,Reliance Fixed Horizon Fund XXVI- Series 15- Direct Plan - Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129149,Reliance Fixed Horizon Fund XXVI- Series 15- Direct Plan - Growth Option,12.9118,Close Ended Schemes(Income),Nippon India Mutual Fund
129148,Reliance Fixed Horizon Fund XXVI- Series 15- Dividend payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129147,Reliance Fixed Horizon Fund XXVI- Series 15- Growth Option,12.8329,Close Ended Schemes(Income),Nippon India Mutual Fund
129510,Reliance Fixed Horizon Fund XXVI- Series 20- Direct Plan- Growth Option,12.8141,Close Ended Schemes(Income),Nippon India Mutual Fund
129509,Reliance Fixed Horizon Fund XXVI- Series 20- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129508,Reliance Fixed Horizon Fund XXVI- Series 20- Growth Option,12.7728,Close Ended Schemes(Income),Nippon India Mutual Fund
129562,Reliance Fixed Horizon Fund XXVI- Series 22- Direct Plan- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129563,Reliance Fixed Horizon Fund XXVI- Series 22- Direct Plan- Growth Option,12.8098,Close Ended Schemes(Income),Nippon India Mutual Fund
129561,Reliance Fixed Horizon Fund XXVI- Series 22- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129560,Reliance Fixed Horizon Fund XXVI- Series 22- Growth Option,12.7691,Close Ended Schemes(Income),Nippon India Mutual Fund
129684,Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129686,Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Growth Option,12.7991,Close Ended Schemes(Income),Nippon India Mutual Fund
129685,Reliance Fixed Horizon Fund- XXVI- Series 24- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129683,Reliance Fixed Horizon Fund- XXVI- Series 24- Growth Option,12.7605,Close Ended Schemes(Income),Nippon India Mutual Fund
129838,Reliance Fixed Horizon Fund XXVI- Series 26- Direct Plan- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129837,Reliance Fixed Horizon Fund XXVI- Series 26- Direct Plan- Growth Option,13.2179,Close Ended Schemes(Income),Nippon India Mutual Fund
129840,Reliance Fixed Horizon Fund XXVI- Series 26- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
129839,Reliance Fixed Horizon Fund- XXVI- Series 26- Growth Option,12.9998,Close Ended Schemes(Income),Nippon India Mutual Fund
130266,Reliance Fixed Horizon Fund XXVI- Series 32- Direct Plan- Growth Option,13.0877,Close Ended Schemes(Income),Nippon India Mutual Fund
130265,Reliance Fixed Horizon Fund XXVI- Series 32- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130264,Reliance Fixed Horizon Fund XXVI- Series 32- Growth Option,12.8918,Close Ended Schemes(Income),Nippon India Mutual Fund
130414,Reliance Fixed Horizon Fund XXVI Series- 33- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130416,Reliance Fixed Horizon Fund XXVI- Series 33- Direct Plan- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130415,Reliance Fixed Horizon Fund XXVI- Series 33- Direct Plan- Growth Option,12.7717,Close Ended Schemes(Income),Nippon India Mutual Fund
130413,Reliance Fixed Horizon Fund XXVI- Series 33- Growth Option,12.7283,Close Ended Schemes(Income),Nippon India Mutual Fund
130633,Reliance Fixed Horizon Fund XXVI-  Series 35- Direct Plan- Growth Option,13.1481,Close Ended Schemes(Income),Nippon India Mutual Fund
130634,Reliance Fixed Horizon Fund XXVI- Series 35- Direct Plan- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130636,Reliance Fixed Horizon Fund XXVI- Series 35- Dividend payout option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130635,Reliance Fixed Horizon Fund XXVI- Series 35- Growth Option,12.9773,Close Ended Schemes(Income),Nippon India Mutual Fund
132861,Reliance Fixed Horizon Fund XXVII- Series 11- Direct Plan-Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
132860,Reliance Fixed Horizon Fund XXVII- Series 11- Direct Plan-Growth Option,12.8157,Close Ended Schemes(Income),Nippon India Mutual Fund
132859,Reliance Fixed Horizon Fund XXVII- Series 11- Growth Option,12.7816,Close Ended Schemes(Income),Nippon India Mutual Fund
133202,Reliance Fixed Horizon Fund XXVII- Series 15- Direct Plan- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
133200,Reliance Fixed Horizon Fund XXVII- Series 15- Direct Plan- Growth Option,13.2003,Close Ended Schemes(Income),Nippon India Mutual Fund
133201,Reliance Fixed Horizon Fund XXVII- Series 15- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
133199,Reliance Fixed Horizon Fund XXVII- Series 15- Growth Option,13.0012,Close Ended Schemes(Income),Nippon India Mutual Fund
130877,Reliance Fixed Horizon Fund XXVII- Series 3- Direct Plan- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130875,Reliance Fixed Horizon Fund XXVII- Series 3- Direct Plan- Growth Option,13.2709,Close Ended Schemes(Income),Nippon India Mutual Fund
130876,Reliance Fixed Horizon Fund XXVII- Series 3- Dividend Payout option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
130874,Reliance Fixed Horizon Fund XXVII- Series 3- Growth Option,13.0896,Close Ended Schemes(Income),Nippon India Mutual Fund
131078,Reliance Fixed Horizon Fund XXVII- Series 4- Direct Plan- Growth Option,13.0113,Close Ended Schemes(Income),Nippon India Mutual Fund
131077,Reliance Fixed Horizon Fund XXVII- Series 4- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
131076,Reliance Fixed Horizon Fund XXVII- Series 4- Growth Option,12.9710,Close Ended Schemes(Income),Nippon India Mutual Fund
131216,Reliance Fixed Horizon Fund XXVII- Series 6- Direct Plan- Growth Option,13.0020,Close Ended Schemes(Income),Nippon India Mutual Fund
131218,Reliance Fixed Horizon Fund XXVII- Series 6- Growth Option,12.9689,Close Ended Schemes(Income),Nippon India Mutual Fund
131348,Reliance Fixed Horizon Fund XXVII- Series 7- Direct Plan- Growth Option,12.9698,Close Ended Schemes(Income),Nippon India Mutual Fund
131347,Reliance Fixed Horizon Fund XXVII- Series 7- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
131346,Reliance Fixed Horizon Fund XXVII- Series 7- Growth Option,12.9309,Close Ended Schemes(Income),Nippon India Mutual Fund
131538,Reliance Fixed Horizon Fund XXVII- Series 8- Direct Plan- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
131537,Reliance Fixed Horizon Fund XXVII- Series 8- Direct Plan- Growth Option,12.9193,Close Ended Schemes(Income),Nippon India Mutual Fund
131539,Reliance Fixed Horizon Fund XXVII- Series 8- Growth Option,12.8840,Close Ended Schemes(Income),Nippon India Mutual Fund
131592,Reliance Fixed Horizon Fund XXVII- Series 9- Direct Plan-Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
131593,Reliance Fixed Horizon Fund XXVII- Series 9- Direct Plan-Growth option,12.9023,Close Ended Schemes(Income),Nippon India Mutual Fund
131591,Reliance Fixed Horizon Fund XXVII- Series 9- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
131590,Reliance Fixed Horizon Fund XXVII- Series 9- Growth option,12.6912,Close Ended Schemes(Income),Nippon India Mutual Fund
134022,Reliance Fixed Horizon Fund XXVIII- Series 10- Direct Plan- Growth Option,12.9157,Close Ended Schemes(Income),Nippon India Mutual Fund
134025,Reliance Fixed Horizon Fund XXVIII- Series 10- Dividend Payout Option,10.0000,Close Ended Schemes(Income),Nippon India Mutual Fund
134024,Reliance Fixed Horizon Fund XXVIII- Series 10- Growth Option,12.8800,Close Ended Schemes(Income),Nippon India Mutual Fund
